Project ID,Project Name,IM Group,Character Count
172814,NWEL : Dr. Nett (MAIN) : Southside Hospital,C19-NWEL : Dr. Nett (MAIN) : Southside Hospital,47
603041,NWEL : Dr. Niki Caggiano,C19-NWEL : Dr. Niki Caggiano,28
430408,NWEL : Dr. O'Brien,C19-NWEL : Dr. O'Brien,22
615629,NWEL : Dr. Odrich (MAIN) : Bronx Office,C19-NWEL : Dr. Odrich (MAIN) : Bronx Office,43
615526,NWEL : Dr. Odrich (MAIN) : Manhattan Office,C19-NWEL : Dr. Odrich (MAIN) : Manhattan Office,47
371856,NWEL : Dr. Reinhardt-Babylon,C19-NWEL : Dr. Reinhardt-Babylon,32
371384,NWEL : Dr. Reinhardt-Smithtown,C19-NWEL : Dr. Reinhardt-Smithtown,34
763184,NWEL : Dr. Roger Riechers,C19-NWEL : Dr. Roger Riechers,29
651313,NWEL : Dr. San Roman (MAIN) : Babylon Office,C19-NWEL : Dr. San Roman (MAIN) : Babylon Office,48
651312,NWEL : Dr. San Roman (MAIN) : Deer Park Office,C19-NWEL : Dr. San Roman (MAIN) : Deer Park Office,50
776152,NWEL : Dr. Sandeep Anantha (MAIN) : Fresh Meadows,C19-NWEL : Dr. Sandeep Anantha (MAIN) : Fresh Meadows,53
776149,NWEL : Dr. Sandeep Anantha (MAIN) : Lake Success,C19-NWEL : Dr. Sandeep Anantha (MAIN) : Lake Success,52
776153,NWEL : Dr. Sandeep Anantha (MAIN) : Rego Park,C19-NWEL : Dr. Sandeep Anantha (MAIN) : Rego Park,49
430407,NWEL : Dr. Schaefer,C19-NWEL : Dr. Schaefer,23
615523,NWEL : Dr. Schiff,C19-NWEL : Dr. Schiff,21
606931,NWEL : Dr. Schrier,C19-NWEL : Dr. Schrier,22
738594,NWEL : Dr. Shah (MAIN) : Baldwin,C19-NWEL : Dr. Shah (MAIN) : Baldwin,36
738595,NWEL : Dr. Shah (MAIN) : Lynbrook,C19-NWEL : Dr. Shah (MAIN) : Lynbrook,37
795915,NWEL : Dr. Sharmilee Shetty,C19-NWEL : Dr. Sharmilee Shetty,31
400610,NWEL : Dr. Silber (MAIN) : East Meadow,C19-NWEL : Dr. Silber (MAIN) : East Meadow,42
400609,NWEL : Dr. Silber (MAIN) : Great Neck,C19-NWEL : Dr. Silber (MAIN) : Great Neck,41
759858,NWEL : Dr. Simonson - Glen Cove,C19-NWEL : Dr. Simonson - Glen Cove,35
759857,NWEL : Dr. Simonson - Great Neck,C19-NWEL : Dr. Simonson - Great Neck,36
174908,NWEL : Dr. Smith,C19-NWEL : Dr. Smith,20
371488,NWEL : Dr. Spaccavento,C19-NWEL : Dr. Spaccavento,26
759860,NWEL : Dr. Steinvurzel - Glen Cove,C19-NWEL : Dr. Steinvurzel - Glen Cove,38
759859,NWEL : Dr. Steinvurzel - Great Neck,C19-NWEL : Dr. Steinvurzel - Great Neck,39
589514,NWEL : Dr. Sturim,C19-NWEL : Dr. Sturim,21
354317,NWEL : Dr. Teixeira,C19-NWEL : Dr. Teixeira,23
760712,NWEL : Dr. Toledano - Glen Cove,C19-NWEL : Dr. Toledano - Glen Cove,35
760711,NWEL : Dr. Toledano - Great Neck,C19-NWEL : Dr. Toledano - Great Neck,36
616551,NWEL : Dr. Vomero,C19-NWEL : Dr. Vomero,21
204878,NWEL : Dr. Weinerman,C19-NWEL : Dr. Weinerman,24
830309,NWEL : Dr. Ziegelbaum,C19-NWEL : Dr. Ziegelbaum,25
76144,NWEL : Forest Hills Hospital,C19-NWEL : Forest Hills Hospital,32
16471,NWEL : Huntington Hospital,C19-NWEL : Huntington Hospital,30
371493,NWEL : Imbert Cancer Center,C19-NWEL : Imbert Cancer Center,31
109848,NWEL : Lake Success-Arthur Smith Institute for Urology,C19-NWEL : Lake Success-Arthur Smith Institute for Urology,58
65817,NWEL : Lenox Health Greenwich Village,C19-NWEL : Lenox Health Greenwich Village,41
88510,NWEL : Lenox Hill Hospital,C19-NWEL : Lenox Hill Hospital,30
619797,NWEL : LIJ-Valley Stream,C19-NWEL : LIJ-Valley Stream,28
16470,NWEL : Long Island Jewish Medical Ctr.,C19-NWEL : Long Island Jewish Medical Ctr.,42
786177,NWEL : Manhasset OBGYN,C19-NWEL : Manhasset OBGYN,26
147355,NWEL : Monter Cancer Center,C19-NWEL : Monter Cancer Center,31
116366,NWEL : Nephrology,C19-NWEL : Nephrology,21
106673,NWEL : North Shore University Hospital,C19-NWEL : North Shore University Hospital,42
153307,NWEL : Northern Westchester Hospital,C19-NWEL : Northern Westchester Hospital,40
445954,NWEL : Northwell Dermatology (MAIN) : West 15th Street,C19-NWEL : Northwell Dermatology (MAIN) : West 15th Street,58
136814,NWEL : Northwell Health Orthopaedic Institute at Garden City,C19-NWEL : Northwell Health Orthopaedic Institute at Garden City,64
536109,NWEL : Northwell OB/GYN,C19-NWEL : Northwell OB/GYN,27
576757,NWEL : NurseCTA-John T. Mathers Hospital,C19-NWEL : NurseCTA-John T. Mathers Hospital,44
594378,NWEL : Orlin and Cohen Bohemia Office,C19-NWEL : Orlin and Cohen Bohemia Office,41
430603,NWEL : Orlin and Cohen Smithtown Office,C19-NWEL : Orlin and Cohen Smithtown Office,43
430602,NWEL : Orlin and Cohen Woodbury Office,C19-NWEL : Orlin and Cohen Woodbury Office,42
155478,NWEL : Orthopaedic Institute at Huntington,C19-NWEL : Orthopaedic Institute at Huntington,46
136813,NWEL : Orthopaedics at Manhattan,C19-NWEL : Orthopaedics at Manhattan,36
658166,NWEL : Otolaryngology,C19-NWEL : Otolaryngology,25
120876,NWEL : Outpatient Orthopedics (MAIN) : Orthopedic Office-Babylon,C19-NWEL : Outpatient Orthopedics (MAIN) : Orthopedic Office-Babylon,68
734527,NWEL : Pediatric Orthopaedics (MAIN) : Bay Shore,C19-NWEL : Pediatric Orthopaedics (MAIN) : Bay Shore,52
809497,NWEL : Pediatric Pulmonology,C19-NWEL : Pediatric Pulmonology,32
527951,NWEL : Pediatric Surgery,C19-NWEL : Pediatric Surgery,28
180885,NWEL : Phelps Hospital,C19-NWEL : Phelps Hospital,26
88652,NWEL : Pulmonology,C19-NWEL : Pulmonology,22
16469,NWEL : Southside Hospital,C19-NWEL : Southside Hospital,29
133291,NWEL : Syosset Hospital,C19-NWEL : Syosset Hospital,27
109850,NWEL : Urology Care at Flushing,C19-NWEL : Urology Care at Flushing,35
371498,NWEL : Wound Care,C19-NWEL : Wound Care,21
731675,NWMH : Glenview Outpatient Center - OBGYN,C19-NWMH : Glenview Outpatient Center - OBGYN,45
681676,NWMH : NMH Dermatology Washington,C19-NWMH : NMH Dermatology Washington,37
187295,NWMH : Northwestern Memorial Healthcare,C19-NWMH : Northwestern Memorial Healthcare,43
698434,NWMH : Plastics (MAIN) : Clair Street,C19-NWMH : Plastics (MAIN) : Clair Street,41
698435,NWMH : Plastics (MAIN) : Michigan Avenue,C19-NWMH : Plastics (MAIN) : Michigan Avenue,44
767798,NWMH : Prentice Women's Hospital - OBGYN,C19-NWMH : Prentice Women's Hospital - OBGYN,44
89209,"NWP : Northwest Permanente, P.C. - Emergency (MAIN) : Sunnyside ED","C19-NWP : Northwest Permanente, P.C. - Emergency (MAIN) : Sunnyside ED",70
124231,"NWP : Northwest Permanente, P.C. - Emergency (MAIN) : Westside ED","C19-NWP : Northwest Permanente, P.C. - Emergency (MAIN) : Westside ED",69
117638,"NWP : Northwest Permanente, P.C. - Outpatient (Main) : Clackamas Eye Care","C19-NWP : Northwest Permanente, P.C. - Outpatient (Main) : Clackamas Eye Care",77
90492,"NWP : Northwest Permanente, P.C. - Outpatient (Main) : Interstate Office","C19-NWP : Northwest Permanente, P.C. - Outpatient (Main) : Interstate Office",76
117394,"NWP : Northwest Permanente, P.C. - Outpatient (Main) : Longview-Kelso Office","C19-NWP : Northwest Permanente, P.C. - Outpatient (Main) : Longview-Kelso Office",80
90490,"NWP : Northwest Permanente, P.C. - Outpatient (Main) : North Lancaster Office","C19-NWP : Northwest Permanente, P.C. - Outpatient (Main) : North Lancaster Office",81
107817,"NWP : Northwest Permanente, P.C. - Outpatient (Main) : Salmon Creek Office","C19-NWP : Northwest Permanente, P.C. - Outpatient (Main) : Salmon Creek Office",78
124225,"NWP : Northwest Permanente, P.C. - Outpatient (Main) : Skyline Office","C19-NWP : Northwest Permanente, P.C. - Outpatient (Main) : Skyline Office",73
90489,"NWP : Northwest Permanente, P.C. - Outpatient (Main) : Sunnybrook Medical Office","C19-NWP : Northwest Permanente, P.C. - Outpatient (Main) : Sunnybrook Medical Office",84
88352,NYOH : NY Oncology Hematology,C19-NYOH : NY Oncology Hematology,33
742205,NYP : 263 7th Ave - Faculty Practice,C19-NYP : 263 7th Ave - Faculty Practice,40
742311,NYP : 263 7th Avenue - Department of Pediatrics,C19-NYP : 263 7th Avenue - Department of Pediatrics,51
783054,NYP : 506 6th St - Department of Pediatrics,C19-NYP : 506 6th St - Department of Pediatrics,47
742206,NYP : 621 Degraw Street - Department of Pediatrics,C19-NYP : 621 Degraw Street - Department of Pediatrics,54
568258,NYP : Department of Cardiology - 6th Street,C19-NYP : Department of Cardiology - 6th Street,47
770803,NYP : Department of Gynecology - 263 7th Avenue,C19-NYP : Department of Gynecology - 263 7th Avenue,51
154128,NYP : Department of Ophthalmology - 69th Street,C19-NYP : Department of Ophthalmology - 69th Street,51
154127,NYP : Department of Ophthalmology - York Ave,C19-NYP : Department of Ophthalmology - York Ave,48
132605,NYP : Lower Manhattan Hospital,C19-NYP : Lower Manhattan Hospital,34
745184,NYP : New York Presbyterian HM,C19-NYP : New York Presbyterian HM,34
16512,NYP : Weill Cornell Medical Center,C19-NYP : Weill Cornell Medical Center,38
200283,NYP : Weill Cornell Pediatric Emergency Department,C19-NYP : Weill Cornell Pediatric Emergency Department,54
340470,NYPBM : Brooklyn Methodist Hospital,C19-NYPBM : Brooklyn Methodist Hospital,39
550645,NYUH : NYU Langone Department of Dermatology,C19-NYUH : NYU Langone Department of Dermatology,48
477237,NYUH : NYU Langone Health Department of Neurosurgery,C19-NYUH : NYU Langone Health Department of Neurosurgery,56
340322,NYUH : NYU Langone Hospital-Brooklyn,C19-NYUH : NYU Langone Hospital-Brooklyn,40
129449,NYULMC : Langone Orthopedic Associates-Lake Success,C19-NYULMC : Langone Orthopedic Associates-Lake Success,55
367043,OCMG : Cassidy Medical Group – Carlsbad,C19-OCMG : Cassidy Medical Group – Carlsbad,43
390716,OCMG : Irvine,C19-OCMG : Irvine,17
390819,OCMG : Ladera Ranch,C19-OCMG : Ladera Ranch,23
390715,OCMG : Los Alamitos,C19-OCMG : Los Alamitos,23
627723,OCMG : Mission Viejo,C19-OCMG : Mission Viejo,24
390717,OCMG : Orange,C19-OCMG : Orange,17
390818,OCMG : Rancho Santa Margarita,C19-OCMG : Rancho Santa Margarita,33
627722,OCMG : San Clemente,C19-OCMG : San Clemente,23
478714,OCMG : Vista,C19-OCMG : Vista,16
340933,OCRA : Oakland Colon and Rectal Associates,C19-OCRA : Oakland Colon and Rectal Associates,46
773305,ODFMC : Mamaroneck,C19-ODFMC : Mamaroneck,22
564151,ODFMC : Open Door Brewster,C19-ODFMC : Open Door Brewster,30
16551,ODFMC : Open Door-Mount Kisco,C19-ODFMC : Open Door-Mount Kisco,33
16550,ODFMC : Open Door-Sleepy Hollow,C19-ODFMC : Open Door-Sleepy Hollow,35
39784,ODFMC : Port Chester,C19-ODFMC : Port Chester,24
178719,OEP : Providence Milwaukie ED,C19-OEP : Providence Milwaukie ED,33
180557,OEP : Providence Portland ED,C19-OEP : Providence Portland ED,32
179443,OEP : Providence St. Vincent ED,C19-OEP : Providence St. Vincent ED,35
89218,OES : Olympia Emergency Services,C19-OES : Olympia Emergency Services,36
344819,OHD : TS-Mid- Valley Hospital,C19-OHD : TS-Mid- Valley Hospital,33
137448,OHI : Health Central Hospital Emergency Department,C19-OHI : Health Central Hospital Emergency Department,54
403703,OHI : Horizons West Free Standing Emergency Department,C19-OHI : Horizons West Free Standing Emergency Department,58
299868,OHI : Orlando Health Heart Institute,C19-OHI : Orlando Health Heart Institute,40
191949,OHI : Orlando Health Institute Orthopedics - Longwood,C19-OHI : Orlando Health Institute Orthopedics - Longwood,57
191948,OHI : Orlando Health Institute Orthopedics - Orange Ave,C19-OHI : Orlando Health Institute Orthopedics - Orange Ave,59
203692,OHI : Orlando Health Orthopedic Institute Sports Medicine,C19-OHI : Orlando Health Orthopedic Institute Sports Medicine,61
203693,OHI : Orlando Health Orthopedic Institute Spring Lake Orthopedics,C19-OHI : Orlando Health Orthopedic Institute Spring Lake Orthopedics,69
676725,OHI : ORMC Neurosurgery Department 480-Orlando-,C19-OHI : ORMC Neurosurgery Department 480-Orlando-,51
64973,OHI : UF Health Cancer Center,C19-OHI : UF Health Cancer Center,33
560346,OHO : Falls Family Care,C19-OHO : Falls Family Care,27
560447,OHO : Kidz 1st Pediatrics,C19-OHO : Kidz 1st Pediatrics,29
560345,OHO : Lloyd McCoy,C19-OHO : Lloyd McCoy,21
560344,OHO : Youngstown,C19-OHO : Youngstown,20
614600,OHP : Olathe Health Physicians (MAIN) : Olathe Office,C19-OHP : Olathe Health Physicians (MAIN) : Olathe Office,57
89216,OHSU : Salem Gynecologic Oncology,C19-OHSU : Salem Gynecologic Oncology,37
115551,OHT : Ocala Regional Medical Center-Trauma,C19-OHT : Ocala Regional Medical Center-Trauma,46
601718,OKMH : TS-Otto Kaiser Memorial Hospital-Kenedy-,C19-OKMH : TS-Otto Kaiser Memorial Hospital-Kenedy-,51
89230,OL : Overlake Medical Clinics Cardiology-Overlake Hospital,C19-OL : Overlake Medical Clinics Cardiology-Overlake Hospital,62
433688,OL : Overlake Medical Clinics Endocrinology / Pulmonology,C19-OL : Overlake Medical Clinics Endocrinology / Pulmonology,61
159531,OLLMH : Broome Urology at Lourdes,C19-OLLMH : Broome Urology at Lourdes,37
340709,OLLMH : Lourdes Cardiology-DePaul Pavilion,C19-OLLMH : Lourdes Cardiology-DePaul Pavilion,46
159536,OLLMH : Lourdes Chenango Bridge,C19-OLLMH : Lourdes Chenango Bridge,35
171844,OLLMH : Lourdes Endocrinology,C19-OLLMH : Lourdes Endocrinology,33
430470,OLLMH : Lourdes Orthopedics - Johnson City,C19-OLLMH : Lourdes Orthopedics - Johnson City,46
507461,OLLMH : Lourdes Orthopedics - Southside,C19-OLLMH : Lourdes Orthopedics - Southside,43
607534,OLLMH : Lourdes Pain and Wellness,C19-OLLMH : Lourdes Pain and Wellness,37
171847,OLLMH : Lourdes Pediatrics,C19-OLLMH : Lourdes Pediatrics,30
334817,OLLMH : Lourdes Pediatrics-Riverside,C19-OLLMH : Lourdes Pediatrics-Riverside,40
171838,OLLMH : Lourdes Pulmonary Medicine,C19-OLLMH : Lourdes Pulmonary Medicine,38
159533,OLLMH : Primary Care - Internal Med Vestal Ste 203,C19-OLLMH : Primary Care - Internal Med Vestal Ste 203,54
749517,OLLMH : Primary Care - Robinson St,C19-OLLMH : Primary Care - Robinson St,38
174201,OLLMH : Riverside Medical,C19-OLLMH : Riverside Medical,29
198408,OLLMH : Tier ENT Associates,C19-OLLMH : Tier ENT Associates,31
17009,OMC-Ochsner : 7th Floor Neurosurgery Clinic,C19-OMC-Ochsner : 7th Floor Neurosurgery Clinic,47
16857,OMC-Ochsner : Baptist Medical,C19-OMC-Ochsner : Baptist Medical,33
17007,OMC-Ochsner : Baptist Spine Clinic,C19-OMC-Ochsner : Baptist Spine Clinic,38
18060,OMC-Ochsner : Chabert Medical Center,C19-OMC-Ochsner : Chabert Medical Center,40
152992,OMC-Ochsner : Department of Neurology,C19-OMC-Ochsner : Department of Neurology,41
16855,OMC-Ochsner : Medical Center-Jefferson,C19-OMC-Ochsner : Medical Center-Jefferson,42
16856,OMC-Ochsner : Medical Center-North Shore,C19-OMC-Ochsner : Medical Center-North Shore,44
203691,OMC-Ochsner : Ochsner Emergency Room-Marrero,C19-OMC-Ochsner : Ochsner Emergency Room-Marrero,48
793191,OMC-Ochsner : Ochsner Health Center - Denham Springs,C19-OMC-Ochsner : Ochsner Health Center - Denham Springs,56
793087,OMC-Ochsner : Ochsner Health Center - Jefferson Place,C19-OMC-Ochsner : Ochsner Health Center - Jefferson Place,57
793088,OMC-Ochsner : Ochsner Health Center - Prairieville,C19-OMC-Ochsner : Ochsner Health Center - Prairieville,54
496639,OMC-Ochsner : Ochsner Medical Center West Bank,C19-OMC-Ochsner : Ochsner Medical Center West Bank,50
167126,OMC-Ochsner : Ochsner Medical Center-Kenner,C19-OMC-Ochsner : Ochsner Medical Center-Kenner,47
176877,OMC-Ochsner : Ochsner Medical Center-Urology,C19-OMC-Ochsner : Ochsner Medical Center-Urology,48
784828,OMC-Ochsner : Ochsner Medical Complex – The Grove,C19-OMC-Ochsner : Ochsner Medical Complex – The Grove,53
808749,OMMGPC : TS-Dr. Massey TeleMedicine Office,C19-OMMGPC : TS-Dr. Massey TeleMedicine Office,46
800972,OMMGPC : TS-Osterberg Chiropractic Centre - Red Lion Office,C19-OMMGPC : TS-Osterberg Chiropractic Centre - Red Lion Office,63
808747,OMMGPC : TS-Shiloh Chiropractic Center,C19-OMMGPC : TS-Shiloh Chiropractic Center,42
16740,ONE : Orthopedics New England-Hopkinton,C19-ONE : Orthopedics New England-Hopkinton,43
16741,ONE : Orthopedics New England-Natick,C19-ONE : Orthopedics New England-Natick,40
16742,ONE : Orthopedics New England-Newton,C19-ONE : Orthopedics New England-Newton,40
799991,OOS : Oregon Oncology,C19-OOS : Oregon Oncology,25
67781,OPG : 12th and Utica - UPC - Neurology,C19-OPG : 12th and Utica - UPC - Neurology,42
397525,OPG : 12th and Utica - UPC - Urology,C19-OPG : 12th and Utica - UPC - Urology,40
67779,OPG : 81st and Memorial - UPC,C19-OPG : 81st and Memorial - UPC,33
67780,"OPG : Breast Care, Surgery - UPC","C19-OPG : Breast Care, Surgery - UPC",36
182293,OPG : Broken Arrow Family Medicine,C19-OPG : Broken Arrow Family Medicine,38
193601,OPG : Okmulgee,C19-OPG : Okmulgee,18
193600,OPG : Pryor,C19-OPG : Pryor,15
145778,OPG : Urology South Clinic,C19-OPG : Urology South Clinic,30
88423,OPSA : TS-Ophthalmic Plastic Surgery,C19-OPSA : TS-Ophthalmic Plastic Surgery,40
170920,OPSS : Overland Park Surgical Specialists (MAIN) : Overland Park Surgical Specialists and Sports Medicine,C19-OPSS : Overland Park Surgical Specialists (MAIN) : Overland Park Surgical Specialists and Sports Medicine,109
89223,ORION : Milford Regional Medical Center,C19-ORION : Milford Regional Medical Center,43
127776,ORTHOA : Shenandoah Orthopedics and Sports Medicine,C19-ORTHOA : Shenandoah Orthopedics and Sports Medicine,55
197653,ORTHVA : OrthoVirginia-Central VA (MAIN) : Boulders Office,C19-ORTHVA : OrthoVirginia-Central VA (MAIN) : Boulders Office,62
206275,ORTHVA : OrthoVirginia-Central VA (MAIN) : Farmville Office,C19-ORTHVA : OrthoVirginia-Central VA (MAIN) : Farmville Office,63
197760,ORTHVA : OrthoVirginia-Central VA (MAIN) : Henrico Parham Office,C19-ORTHVA : OrthoVirginia-Central VA (MAIN) : Henrico Parham Office,68
88586,ORTHVA : OrthoVirginia-Central VA (MAIN) : Johnston-Willis Office,C19-ORTHVA : OrthoVirginia-Central VA (MAIN) : Johnston-Willis Office,69
197655,ORTHVA : OrthoVirginia-Central VA (MAIN) : Meadowbridge Office,C19-ORTHVA : OrthoVirginia-Central VA (MAIN) : Meadowbridge Office,66
197762,ORTHVA : OrthoVirginia-Central VA (MAIN) : Prince George Office,C19-ORTHVA : OrthoVirginia-Central VA (MAIN) : Prince George Office,67
197654,ORTHVA : OrthoVirginia-Central VA (MAIN) : Shrader Road Office,C19-ORTHVA : OrthoVirginia-Central VA (MAIN) : Shrader Road Office,66
201418,ORTHVA : OrthoVirginia-Central VA (MAIN) : St. Francis Office,C19-ORTHVA : OrthoVirginia-Central VA (MAIN) : St. Francis Office,65
197763,ORTHVA : OrthoVirginia-Central VA (MAIN) : St. Mary's Office,C19-ORTHVA : OrthoVirginia-Central VA (MAIN) : St. Mary's Office,64
138668,OSCB : OrthoMaryland (MAIN) : Lutherville,C19-OSCB : OrthoMaryland (MAIN) : Lutherville,45
138669,OSCB : OrthoMaryland (MAIN) : Owning Mills,C19-OSCB : OrthoMaryland (MAIN) : Owning Mills,46
363205,OSCB : OrthoMaryland (MAIN) : Quarry Lake,C19-OSCB : OrthoMaryland (MAIN) : Quarry Lake,45
178721,OSF : St. Mary Medical Center-Emergency,C19-OSF : St. Mary Medical Center-Emergency,43
570191,OSFH : Illinois Cancer Center,C19-OSFH : Illinois Cancer Center,33
16370,OSFS : Orthopedic Specialists Four State (MAIN) : Galena,C19-OSFS : Orthopedic Specialists Four State (MAIN) : Galena,60
151483,OSFS : Orthopedic Specialists Four State (MAIN) : Grove,C19-OSFS : Orthopedic Specialists Four State (MAIN) : Grove,59
755320,OSU : Melanoma,C19-OSU : Melanoma,18
380929,OSU : The Ohio State James Cancer Center,C19-OSU : The Ohio State James Cancer Center,44
178762,OSU : Wexner Medical Center-Cardiology,C19-OSU : Wexner Medical Center-Cardiology,42
594379,OSUP : Gastroenterology,C19-OSUP : Gastroenterology,27
472909,OSUP : Oncology - Breast Center,C19-OSUP : Oncology - Breast Center,35
784936,OSUP : Sarcoma,C19-OSUP : Sarcoma,18
299664,OU : University of Oklahoma (MAIN) : Children's Building - Diabetes and Endo,C19-OU : University of Oklahoma (MAIN) : Children's Building - Diabetes and Endo,80
299448,OU : University of Oklahoma (MAIN) : Children's Cardiology,C19-OU : University of Oklahoma (MAIN) : Children's Cardiology,62
299452,OU : University of Oklahoma (MAIN) : Children's Gastroenterology,C19-OU : University of Oklahoma (MAIN) : Children's Gastroenterology,68
299449,OU : University of Oklahoma (MAIN) : Children's Neurology,C19-OU : University of Oklahoma (MAIN) : Children's Neurology,61
299451,OU : University of Oklahoma (MAIN) : Children's Urology,C19-OU : University of Oklahoma (MAIN) : Children's Urology,59
415230,OU : University of Oklahoma (MAIN) : Family Medicine,C19-OU : University of Oklahoma (MAIN) : Family Medicine,56
740641,OU : University of Oklahoma (MAIN) : Fountain Lake- Primary Care,C19-OU : University of Oklahoma (MAIN) : Fountain Lake- Primary Care,68
299765,OU : University of Oklahoma (MAIN) : OUP Dermatology,C19-OU : University of Oklahoma (MAIN) : OUP Dermatology,56
299556,OU : University of Oklahoma (MAIN) : OUP Mid-Del Family Medicine,C19-OU : University of Oklahoma (MAIN) : OUP Mid-Del Family Medicine,68
603038,OU : University of Oklahoma (MAIN) : Physician building - ORL,C19-OU : University of Oklahoma (MAIN) : Physician building - ORL,65
299766,OU : University of Oklahoma (MAIN) : Physicians at Edmond-Dermatology,C19-OU : University of Oklahoma (MAIN) : Physicians at Edmond-Dermatology,73
299663,OU : University of Oklahoma (MAIN) : Physicians Building - Cardiovascular Institute,C19-OU : University of Oklahoma (MAIN) : Physicians Building - Cardiovascular Institute,87
299662,OU : University of Oklahoma (MAIN) : Physicians Building - ENT,C19-OU : University of Oklahoma (MAIN) : Physicians Building - ENT,66
299555,OU : University of Oklahoma (MAIN) : Physicians Building - Internal Medicine,C19-OU : University of Oklahoma (MAIN) : Physicians Building - Internal Medicine,80
299454,OU : University of Oklahoma (MAIN) : Physicians Building - Urology,C19-OU : University of Oklahoma (MAIN) : Physicians Building - Urology,70
558820,OU : University of Oklahoma (MAIN) : Stephenson Cancer Center,C19-OU : University of Oklahoma (MAIN) : Stephenson Cancer Center,65
299661,OU : University of Oklahoma (MAIN) : Stephenson Cancer Center - Gynecology Oncology,C19-OU : University of Oklahoma (MAIN) : Stephenson Cancer Center - Gynecology Oncology,87
299453,OU : University of Oklahoma (MAIN) : Stephenson Cancer Center - Urology,C19-OU : University of Oklahoma (MAIN) : Stephenson Cancer Center - Urology,75
299558,OU : University of Oklahoma (MAIN) : Stephenson Cancer Center- Head and Neck,C19-OU : University of Oklahoma (MAIN) : Stephenson Cancer Center- Head and Neck,80
605877,OU : University of Oklahoma (MAIN) : Williams Pavilion - Psychiatry,C19-OU : University of Oklahoma (MAIN) : Williams Pavilion - Psychiatry,71
16234,OULLC : Orthopedics Unlimited,C19-OULLC : Orthopedics Unlimited,33
151494,OVCA : Oxford Valley Cardiology Associates (MAIN) : Bensalem,C19-OVCA : Oxford Valley Cardiology Associates (MAIN) : Bensalem,64
17067,OVCA : Oxford Valley Cardiology Associates (MAIN) : Langhorne,C19-OVCA : Oxford Valley Cardiology Associates (MAIN) : Langhorne,65
770289,PACHS : TS-PACHS Family Practice Clinics (Main) : TS-Family Practice Clinic - Emmetsburg,C19-PACHS : TS-PACHS Family Practice Clinics (Main) : TS-Family Practice Clinic - Emmetsburg,92
797438,PACHS : TS-PACHS Family Practice Clinics (Main) : TS-Family Practice Clinic - Graettinger,C19-PACHS : TS-PACHS Family Practice Clinics (Main) : TS-Family Practice Clinic - Graettinger,93
797436,PACHS : TS-PACHS Family Practice Clinics (Main) : TS-Family Practice Clinic - West Bend,C19-PACHS : TS-PACHS Family Practice Clinics (Main) : TS-Family Practice Clinic - West Bend,91
134377,PAD : Pariser Dermatology (MAIN) : Chesapeake Office,C19-PAD : Pariser Dermatology (MAIN) : Chesapeake Office,56
134379,PAD : Pariser Dermatology (MAIN) : Newport News Office,C19-PAD : Pariser Dermatology (MAIN) : Newport News Office,58
118907,PAD : Pariser Dermatology (MAIN) : Norfolk Office,C19-PAD : Pariser Dermatology (MAIN) : Norfolk Office,53
118908,PAD : Pariser Dermatology (MAIN) : Suffolk Office,C19-PAD : Pariser Dermatology (MAIN) : Suffolk Office,53
134378,PAD : Pariser Dermatology (MAIN) : Virginia Beach Office,C19-PAD : Pariser Dermatology (MAIN) : Virginia Beach Office,60
134380,PAD : Pariser Dermatology (MAIN) : Williamsburg Office,C19-PAD : Pariser Dermatology (MAIN) : Williamsburg Office,58
16416,PAMC : Providence Alaska Medical,C19-PAMC : Providence Alaska Medical,36
90468,PAMF : Fremont and Dublin Center (Main) : Palo Alto Medical Foundation-Dublin Center,C19-PAMF : Palo Alto Medical Foundation-Dublin Center,53
90469,PAMF : Fremont and Dublin Center (Main) : Palo Alto Medical Foundation-Freemont,C19-PAMF : Palo Alto Medical Foundation-Freemont,48
427586,PAMF : Hospital Drive,C19-PAMF : Hospital Drive,25
751600,PAMF : Mountain View Center,C19-PAMF : Mountain View Center,31
528153,PAMF : Palo Alto Center,C19-PAMF : Palo Alto Center,27
427587,PAMF : Samaritan Drive,C19-PAMF : Samaritan Drive,26
518243,PAMF : San Carlos Center,C19-PAMF : San Carlos Center,28
751601,PAMF : San Jose Office,C19-PAMF : San Jose Office,26
136671,PAMF : West Valley Pediatric Center,C19-PAMF : West Valley Pediatric Center,39
115674,PAMG : Springhill Medical Group (MAIN) : TS-Brentwood,C19-PAMG : Springhill Medical Group (MAIN) : TS-Brentwood,57
115673,PAMG : Springhill Medical Group (MAIN) : TS-Pittsburg,C19-PAMG : Springhill Medical Group (MAIN) : TS-Pittsburg,57
63948,PBOA : Duxbury Office,C19-PBOA : Duxbury Office,25
63949,PBOA : Sandwich Office,C19-PBOA : Sandwich Office,26
236823,PCCC : PCC Wellness Community Center (MAIN) : Austin Family Health Center,C19-PCCC : PCC Wellness Community Center (MAIN) : Austin Family Health Center,77
491119,PCCC : PCC Wellness Community Center (MAIN) : Lake Street Family Health Center,C19-PCCC : PCC Wellness Community Center (MAIN) : Lake Street Family Health Center,82
833394,PCCC : PCC Wellness Community Center (MAIN) : PCC Community Wellness Center at Steinmetz,C19-PCCC : PCC Wellness Community Center (MAIN) : PCC Community Wellness Center at Steinmetz,92
